match_id,radiant_win
6,0.8354214430465667
7,0.7737865845804268
10,0.20217954888451603
13,0.8702257977009832
16,0.2619205376343308
18,0.391866466604708
19,0.5576662034798774
24,0.5865874126016352
33,0.23098201222148212
37,0.683463921726438
41,0.16681376940929932
42,0.34311022135400415
55,0.2520198764794927
60,0.6855012094333388
62,0.5705901255657394
63,0.6252982073054606
64,0.0979785807563954
71,0.5689525409123131
72,0.3367961397395963
83,0.5266565739091118
85,0.7918495643494087
89,0.9333650297291822
92,0.7752007544210271
100,0.9610473108568687
102,0.8906482026098883
108,0.5646292127441314
111,0.7928808306326134
126,0.19536990618553893
130,0.055902242030186455
140,0.8005216028976976
141,0.27506961405066643
152,0.8473487142203708
153,0.7555515385130085
159,0.5820361117691562
160,0.6088470739534172
163,0.6268663807722015
178,0.5787537436589728
179,0.36682770991995545
181,0.6898003850479755
196,0.15630661941394852
206,0.12558677539136592
209,0.5599296883806281
216,0.5764284742137815
228,0.08385752851995981
230,0.43854551940594777
242,0.7329705477006694
245,0.1820901100399687
261,0.5268793574179862
274,0.5001443891660329
282,0.7591032411010757
289,0.542533295132049
296,0.10336548120248402
297,0.632991544203046
302,0.31487030020954326
304,0.02456653619868549
313,0.8109962357154792
316,0.506116311880882
317,0.43266794863155233
344,0.8857732183354019
348,0.7625721532728429
352,0.5278124884894698
354,0.5717501959669207
361,0.4597431633369039
362,0.23948576761758625
363,0.7561669278150461
365,0.4186136801199531
375,0.31383291905583705
380,0.33338080068877524
384,0.5559772328446528
394,0.7837360327687111
399,0.6228218864108344
404,0.7384208801714973
406,0.6733658661212905
430,0.16476747535602712
432,0.3488470072961352
443,0.4715984836257322
463,0.6337387359270285
467,0.5434326986666258
474,0.20199731597382198
488,0.23652436609743796
502,0.9169585900973544
503,0.27870866413087986
507,0.30536756198367454
508,0.407350988625054
509,0.4644692689483132
516,0.380383140167429
528,0.2949833469521341
542,0.6236825310165459
547,0.1905330468718685
552,0.5725599631234558
555,0.6339962323413751
561,0.647380140252375
569,0.8176600225113532
575,0.9532521543427073
576,0.8214236001843064
582,0.200612695775252
585,0.46738654022729187
586,0.5765226934144404
590,0.8129166777659466
592,0.23608337464409793
598,0.4105250842356945
599,0.2833474805746711
600,0.7462481668014149
601,0.5768782225127109
603,0.32876957834971443
617,0.48787186025595647
628,0.4916237131594797
634,0.15334331593815145
635,0.3263932996334481
639,0.4417952637488357
644,0.6673590683630192
646,0.7614088473431609
650,0.09299790163222428
659,0.840494449301948
663,0.3918042405456064
668,0.6580540892502359
670,0.42256345348578034
678,0.4355214298982196
679,0.29328920108432904
686,0.7876799853383657
694,0.28881330068338523
696,0.9020917932073433
702,0.8950253601348952
709,0.41030535567959636
712,0.3695930754989968
723,0.23245021111060526
729,0.43634758102487237
733,0.7509945355061246
735,0.40744174351815377
737,0.37952138544848485
749,0.706283113609456
752,0.49951153832696604
767,0.9246292708284344
771,0.12712576475882004
778,0.5182571452598213
780,0.760120528973646
790,0.5107149862722614
797,0.38156045324582133
802,0.3461918957887608
805,0.7262257254630885
807,0.7876769774062445
808,0.8566342914959354
811,0.3598751703107276
815,0.13386579102997018
820,0.7650238857760473
838,0.17545733696003182
861,0.16392465142156762
886,0.24132195993890432
889,0.11107610719657351
904,0.6645443539637838
913,0.4553143729035637
928,0.7199589055831338
931,0.6222748548394749
932,0.6964393413526778
945,0.7598774977584631
953,0.8584561542738843
955,0.3634866357699343
970,0.5546325085821181
972,0.44126146672205696
978,0.5990228277821336
982,0.8025131227393597
983,0.7381191299709406
984,0.3506051256832752
987,0.5670238889515588
1000,0.634027517738526
1006,0.616140759496229
1014,0.7644317801067981
1030,0.5682372788733686
1037,0.742190253410627
1044,0.6300865554073278
1046,0.8000958316489695
1048,0.42701200441197845
1053,0.8701603974603911
1057,0.7126238592164417
1077,0.8891845703871861
1085,0.9649129963576043
1087,0.7530916912027498
1088,0.7497178586258706
1096,0.11746584257442845
1098,0.9618238991980202
1100,0.11190053917767219
1113,0.7358568197393658
1119,0.7393683466295832
1127,0.534096639545898
1142,0.3849988170262291
1148,0.3715394889593435
1157,0.2208494339166903
1158,0.7858692746960568
1163,0.43591250104993545
1167,0.6750233406114351
1168,0.3566760039954645
1181,0.061332090423269245
1183,0.24465752250288586
1191,0.588127712212029
1192,0.17831707880291742
1198,0.79157911070933
1216,0.18286992907775573
1218,0.6698380977749192
1221,0.9664391113137152
1222,0.3451401705204417
1225,0.15815192660123537
1226,0.45945340213727626
1230,0.22290017629830464
1242,0.7548667324342475
1247,0.6900581358007482
1253,0.3457165433781875
1259,0.6250059035190106
1271,0.8656765347151445
1282,0.5576605340194842
1284,0.9501927753243299
1293,0.43288539318732794
1294,0.6176531880658246
1298,0.4643070071061065
1306,0.6254758751767417
1316,0.7364170932822773
1321,0.3333599757538754
1331,0.4486574111781819
1336,0.20083525775150388
1341,0.5725149478317015
1348,0.5164950183323828
1356,0.8647344137236839
1384,0.299360785568947
1389,0.6303620729081767
1391,0.6318662694160357
1413,0.8113616432011662
1419,0.6414501038016163
1426,0.8388150006107407
1440,0.6792766851948999
1445,0.6078848204322029
1465,0.4339432917000295
1470,0.4941466844760692
1472,0.4959695156372069
1484,0.5686311665893864
1485,0.11212982560514832
1486,0.9026960456839276
1488,0.5892963698041316
1498,0.04233334422531677
1508,0.6655725275834048
1518,0.8522672924355408
1526,0.23435584594796222
1527,0.7798565715174769
1528,0.23813163744336519
1540,0.6489338425851644
1546,0.4831213225050073
1551,0.8028420927378038
1564,0.7534855914252602
1565,0.8910849727683549
1568,0.9351720593160756
1572,0.6704131817024725
1573,0.12353428978711561
1581,0.44408871622322016
1585,0.8970236149657291
1588,0.27815460663861236
1595,0.2361445164424764
1596,0.28171598256884683
1603,0.32010229644193006
1615,0.629064398402183
1621,0.479924870045527
1623,0.27239278875030537
1630,0.44145286904219033
1636,0.6857522414283991
1642,0.22882509492634523
1654,0.7546552859215628
1657,0.8878117006262256
1665,0.4202118282627089
1666,0.7917464965500165
1676,0.7496991529933177
1678,0.5444693659648275
1683,0.5275475718988535
1685,0.07015196634576931
1687,0.01692236517467617
1690,0.23256181675711735
1702,0.423831015287666
1703,0.2508955745526909
1714,0.3198955837100178
1716,0.5943537394822961
1726,0.19458778108503003
1748,0.31859525281042694
1750,0.22629912251377102
1762,0.9523866904457421
1765,0.11835071301885272
1767,0.5597046055545756
1773,0.3709310384557421
1774,0.1995519085677424
1776,0.672130607842032
1782,0.8383591752782809
1799,0.5229641698247683
1803,0.5125701840631027
1811,0.42246693462998264
1820,0.4645094185928003
1823,0.8098414016410894
1864,0.7060248425930727
1871,0.5427098237020614
1874,0.08638121526811049
1878,0.35152722151636695
1888,0.7097568492636057
1895,0.8221823316875194
1896,0.4667624142297147
1899,0.5599881421370434
1901,0.5861460872559849
1903,0.6625442144552617
1913,0.17353492495560893
1935,0.8029944708680739
1946,0.2503361776432226
1958,0.8087676541395474
1960,0.5619664764859713
1968,0.3471168708397895
1969,0.5681238031433243
1973,0.2709604609265319
1974,0.5175582406329793
1977,0.4538202601573997
1992,0.6444653111979919
1995,0.2073598712368704
2001,0.7890211493987004
2017,0.5086986009734453
2018,0.238501028837525
2020,0.3747172748140556
2021,0.3172043078674566
2027,0.4208683551115033
2036,0.5782887462504331
2040,0.19436166976539057
2041,0.1761240353112869
2047,0.913074819465582
2049,0.33761638358777096
2059,0.298433070607922
2066,0.29099927136709186
2068,0.5504509657883953
2069,0.7305023853830189
2081,0.4282075328923083
2083,0.5681087315839592
2084,0.8920681038959432
2085,0.9440240655090144
2096,0.4716779808133275
2104,0.21198809004709523
2105,0.1667494957905967
2110,0.3774698835969203
2112,0.09400133791678746
2115,0.5347731713091286
2120,0.15285461304785183
2121,0.14307884537209406
2125,0.8623940281504555
2128,0.6365060722166339
2129,0.406676354619849
2138,0.5788002858121707
2159,0.740487590720004
2160,0.2228513124597043
2180,0.6807814210471247
2181,0.6075714925732961
2183,0.7421289412336247
2189,0.1648795930229931
2192,0.46265437656694997
2193,0.9039443571018106
2197,0.12790971429027254
2201,0.44883962568751357
2206,0.8482933422212715
2208,0.830160793938002
2210,0.6966730232774816
2212,0.7095269979742976
2220,0.5828727092365561
2226,0.5220472690452593
2227,0.06343962310898082
2229,0.39082837795722014
2233,0.2061418026068173
2234,0.8982614850955868
2237,0.361383983700172
2238,0.5928351267113022
2246,0.37506783234541935
2248,0.30824622271610946
2265,0.3788137122001528
2268,0.4166576067058558
2270,0.7049076589454355
2276,0.8365668269131761
2278,0.8479975145336976
2290,0.6102069750110248
2298,0.40130631524334187
2305,0.11207305331545567
2320,0.6313326708536965
2325,0.5146547329907316
2329,0.8721204668687966
2342,0.6416304162106966
2352,0.1995472073982433
2387,0.715370563073852
2397,0.22915742064635117
2399,0.6872414874960571
2401,0.6403894119544291
2404,0.2962308433816997
2411,0.7086280003441561
2422,0.6676526958507262
2424,0.7934959503188693
2425,0.23536834312804447
2429,0.19366448866366368
2433,0.5763470697423642
2434,0.6832426932783576
2436,0.10000885170209822
2440,0.12099832249688287
2448,0.574060133881421
2458,0.6673079756586894
2460,0.37100196744474023
2466,0.6462210681518391
2473,0.4361846692745345
2479,0.324774513873954
2493,0.19944646458631643
2504,0.19372220597026943
2524,0.7758878903112008
2526,0.9800410353179468
2531,0.3189696521820957
